session_id,network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,attack_detected
SID_05082,527,TCP,4,790.0735287,AES,0.3586552148,0,Chrome,0,0
SID_05083,516,TCP,6,246.5936968,None,0.3692700695,2,Edge,0,0
SID_05084,286,UDP,6,919.2070762,None,0.4850881897,1,Chrome,0,0
SID_05085,691,TCP,4,507.5839118,AES,0.1972706248,1,Firefox,1,0
SID_05086,964,TCP,5,599.3452093,DES,0.345161034,1,Firefox,0,1
SID_05087,496,TCP,3,323.5049925,DES,0.5084561019,2,Safari,0,0
SID_05088,601,TCP,1,3321.866525,DES,0.5164031573,1,Chrome,0,0
SID_05089,516,TCP,5,1069.659742,AES,0.1012420115,2,Chrome,0,0
SID_05090,357,TCP,8,228.4726347,DES,0.5235831538,3,Firefox,0,1
SID_05091,135,TCP,3,215.940031,DES,0.1573467479,1,Safari,0,0
SID_05092,358,UDP,4,1190.390596,AES,0.2166663617,1,Chrome,0,0
SID_05093,221,TCP,4,392.8326725,DES,0.5057579407,0,Chrome,0,0
SID_05094,840,UDP,2,76.77884044,DES,0.3074460226,2,Safari,0,0
SID_05095,476,TCP,3,28.99923396,AES,0.4211280053,1,Chrome,0,0
SID_05096,430,TCP,2,427.4883482,AES,0.2836984541,2,Firefox,0,1
SID_05097,677,TCP,1,428.5155902,DES,0.4105465821,1,Firefox,0,0
SID_05098,275,TCP,5,981.6749746,AES,0.09515188375,0,Edge,0,0
SID_05099,346,TCP,2,684.103178,None,0.0455704977,1,Chrome,0,0
SID_05100,513,TCP,4,1176.158744,AES,0.4075758397,2,Chrome,0,0
SID_05101,705,UDP,2,305.8899215,DES,0.3150060875,1,Chrome,0,1
SID_05102,600,UDP,4,783.0681353,None,0.1877151203,1,Edge,0,0
SID_05103,549,UDP,4,1735.162478,None,0.1184971491,2,Firefox,0,0
SID_05104,515,TCP,3,57.44350213,AES,0.3372337409,1,Firefox,1,0
SID_05105,580,TCP,3,986.0386665,AES,0.2078250554,1,Edge,0,1
SID_05106,540,TCP,5,1006.695355,DES,0.6034567599,2,Chrome,0,1
SID_05107,294,TCP,2,1264.020929,AES,0.08588716086,1,Firefox,0,1
SID_05108,509,TCP,3,250.7252434,AES,0.5701712341,2,Chrome,0,0
SID_05109,285,TCP,5,430.9972996,None,0.05315016668,2,Edge,0,1
SID_05110,516,UDP,6,219.2425306,AES,0.6852365356,2,Edge,0,1
SID_05111,403,TCP,5,295.208447,DES,0.1642444921,2,Chrome,0,0
SID_05112,1007,TCP,5,2766.429898,DES,0.3277588362,0,Safari,0,1
SID_05113,492,TCP,5,471.9730018,AES,0.05069399466,4,Chrome,1,1
SID_05114,219,TCP,4,1510.012721,None,0.6106988765,0,Chrome,0,1
SID_05115,473,UDP,2,1267.327515,AES,0.3779313674,3,Chrome,0,1
SID_05116,603,TCP,2,470.346824,AES,0.2018039308,4,Safari,0,1
SID_05117,834,ICMP,1,3880.767667,AES,0.136386026,1,Chrome,1,1
SID_05118,382,TCP,3,1469.977316,DES,0.1177520999,2,Firefox,0,0
SID_05119,183,TCP,7,527.2982018,AES,0.2421184982,0,Chrome,0,1
SID_05120,663,UDP,4,296.5097786,None,0.1118306873,2,Chrome,0,0
SID_05121,223,TCP,5,62.62402084,DES,0.3223390198,1,Firefox,0,0
SID_05122,412,TCP,1,500.0916742,DES,0.542232995,3,Unknown,0,1
SID_05123,448,TCP,3,357.0420615,AES,0.1483916488,2,Chrome,0,0
SID_05124,486,TCP,5,994.106829,DES,0.1927957049,2,Chrome,0,1
SID_05125,637,UDP,2,15.89964915,DES,0.4164701074,3,Chrome,0,1
SID_05126,363,UDP,3,1424.4072,AES,0.2764976723,3,Chrome,0,1
SID_05127,445,UDP,7,431.1443627,DES,0.5015913105,1,Safari,0,1
SID_05128,497,TCP,5,507.49907,None,0.5556003015,1,Unknown,0,1
SID_05129,529,TCP,5,161.4875175,AES,0.3183613821,1,Chrome,0,0
SID_05130,519,TCP,1,2217.841913,DES,0.3175496391,2,Chrome,0,0
SID_05131,587,UDP,9,406.5129821,None,0.370543581,2,Chrome,0,1
SID_05132,668,ICMP,6,1479.806502,AES,0.6371826118,1,Firefox,1,1
SID_05133,578,TCP,3,216.8733862,AES,0.128558215,1,Edge,0,0
SID_05134,590,TCP,5,81.32235907,DES,0.5368940072,1,Chrome,0,0
SID_05135,183,TCP,4,807.9559606,None,0.4389816968,1,Chrome,0,0
SID_05136,510,TCP,6,3329.233575,None,0.1958443898,1,Chrome,0,0
SID_05137,595,TCP,4,832.8973683,AES,0.687491161,0,Firefox,1,1
SID_05138,645,TCP,2,750.6514305,None,0.3093614523,1,Firefox,1,0
SID_05139,361,TCP,5,467.0479002,DES,0.406143046,3,Chrome,1,1
SID_05140,368,UDP,8,267.0381035,AES,0.4573684227,0,Chrome,0,1
SID_05141,385,UDP,6,450.8654745,None,0.3730908637,2,Chrome,0,0
SID_05142,607,ICMP,3,129.0340468,None,0.6619423603,2,Edge,0,1
SID_05143,706,TCP,3,242.9481025,DES,0.2382284981,1,Firefox,0,0
SID_05144,418,TCP,3,534.5848182,AES,0.1973248452,0,Firefox,0,0
SID_05145,681,TCP,4,125.1317817,AES,0.5191165523,3,Chrome,0,1
SID_05146,524,TCP,2,1254.375088,AES,0.3527548732,1,Chrome,1,0
SID_05147,475,TCP,9,9.302937426,DES,0.2972419138,1,Chrome,0,1
SID_05148,457,UDP,4,310.4068017,None,0.2634846849,1,Chrome,0,0
SID_05149,649,TCP,2,581.6138172,AES,0.09007125168,3,Unknown,0,1
SID_05150,565,ICMP,3,2115.472412,None,0.2583284891,1,Chrome,0,0
SID_05151,955,UDP,3,681.6246922,AES,0.2450776495,2,Chrome,0,0
SID_05152,329,UDP,1,279.537025,AES,0.3389047947,1,Chrome,0,0
SID_05153,603,UDP,6,347.3271172,AES,0.2788076378,1,Chrome,0,1
SID_05154,394,TCP,3,331.3935499,AES,0.3241322438,3,Chrome,0,1
SID_05155,326,UDP,3,159.1212025,DES,0.4306367944,2,Chrome,0,1
SID_05156,497,TCP,5,125.1814717,AES,0.7081343521,2,Firefox,0,1
SID_05157,527,UDP,2,524.1193519,DES,0.2311414185,2,Chrome,0,0
SID_05158,1083,TCP,5,252.0547195,DES,0.4594451956,1,Firefox,0,0
SID_05159,463,TCP,6,77.07029017,None,0.4631613512,2,Chrome,0,0
SID_05160,273,TCP,7,195.1655814,AES,0.2349750658,2,Edge,1,1
SID_05161,554,TCP,6,588.3863789,DES,0.09427777562,2,Chrome,0,0
SID_05162,85,TCP,3,237.5324329,AES,0.7713476844,4,Chrome,0,1
SID_05163,481,TCP,5,217.1763498,AES,0.09071850247,2,Edge,0,0
SID_05164,503,UDP,4,775.4505126,AES,0.4700536657,1,Chrome,0,1
SID_05165,658,TCP,3,935.4416472,AES,0.1251326653,3,Chrome,0,1
SID_05166,694,TCP,3,220.8620145,AES,0.4892926427,3,Firefox,1,1
SID_05167,399,TCP,5,511.1412963,AES,0.549157296,3,Firefox,0,1
SID_05168,469,TCP,4,1157.062286,AES,0.2149741174,1,Firefox,0,0
SID_05169,346,TCP,3,936.6993488,DES,0.5046488399,1,Chrome,0,0
SID_05170,274,UDP,3,57.44665772,DES,0.2771945396,2,Chrome,0,0
SID_05171,561,TCP,2,357.1181919,AES,0.1158027735,1,Edge,0,0
SID_05172,245,TCP,3,1027.786837,AES,0.2319387373,1,Chrome,0,1
SID_05173,417,TCP,2,158.2121493,AES,0.3404141978,0,Chrome,1,0
SID_05174,300,TCP,2,174.452356,AES,0.2993869112,3,Chrome,0,1
SID_05175,609,TCP,2,795.7731649,None,0.347467289,1,Chrome,0,1
SID_05176,860,UDP,4,266.9818738,DES,0.2363976571,3,Chrome,0,1
SID_05177,239,TCP,1,312.9544645,AES,0.1393982292,4,Edge,0,1
SID_05178,129,TCP,6,591.8818562,AES,0.2382745162,0,Edge,0,1
SID_05179,475,TCP,6,1110.895624,AES,0.1711329759,0,Chrome,0,1
SID_05180,503,TCP,8,551.7846003,AES,0.3708035542,2,Edge,1,1
SID_05181,543,UDP,3,1791.139172,DES,0.0208765783,1,Chrome,0,0
SID_05182,410,TCP,5,90.21324824,DES,0.5925048724,1,Edge,0,0
SID_05183,459,TCP,3,1122.424436,DES,0.3915685165,0,Chrome,0,0
SID_05184,573,UDP,5,627.5754789,None,0.6639307643,1,Chrome,0,1
SID_05185,708,TCP,4,1357.246041,AES,0.2189782783,4,Safari,0,1
SID_05186,108,UDP,5,304.3096784,AES,0.4475570822,0,Firefox,1,0
SID_05187,426,TCP,5,526.3807196,None,0.04146144989,2,Chrome,0,0
SID_05188,542,TCP,6,1387.990567,AES,0.2101978041,2,Chrome,0,0
SID_05189,316,UDP,3,1425.992685,DES,0.5043473526,3,Chrome,0,1
SID_05190,846,UDP,3,377.2717108,None,0.123062289,2,Firefox,0,0
SID_05191,372,TCP,4,1381.658746,None,0.2334156126,0,Safari,1,0
SID_05192,491,UDP,4,917.5660847,DES,0.4653516015,2,Edge,0,0
SID_05193,611,TCP,1,421.3330398,None,0.2845597084,2,Chrome,0,0
SID_05194,381,TCP,1,2797.431041,DES,0.1725203528,2,Chrome,0,0
SID_05195,130,TCP,8,25.10529063,AES,0.4195387709,2,Chrome,0,1
SID_05196,414,TCP,5,385.8720262,None,0.54931571,3,Chrome,0,1
SID_05197,705,UDP,5,293.3255594,None,0.578982856,2,Edge,0,0
SID_05198,432,TCP,3,2196.108947,DES,0.5862405883,2,Firefox,0,0
SID_05199,330,TCP,1,83.80254774,AES,0.215374075,2,Safari,0,0
SID_05200,685,UDP,7,791.1417221,None,0.4401912578,3,Chrome,0,1
SID_05201,433,TCP,3,1008.795877,AES,0.4400062794,2,Chrome,0,0
SID_05202,397,TCP,1,162.8451343,DES,0.05075048585,1,Firefox,0,0
SID_05203,529,TCP,7,129.9657466,AES,0.2414681664,3,Firefox,0,1
SID_05204,654,TCP,2,39.2104711,AES,0.3173237752,1,Chrome,1,0
SID_05205,976,UDP,4,138.4121887,AES,0.4831882907,3,Firefox,0,1
SID_05206,665,TCP,2,1321.104412,DES,0.1493509668,1,Edge,0,0
SID_05207,731,TCP,5,2305.296922,None,0.1525637561,1,Firefox,1,0
SID_05208,398,UDP,4,1853.527689,AES,0.512432484,1,Chrome,0,0
SID_05209,294,TCP,3,363.6883109,DES,0.5686457289,1,Firefox,0,0
SID_05210,512,TCP,3,1035.338345,None,0.2553145003,3,Chrome,0,1
SID_05211,521,UDP,2,1403.772919,None,0.2483350851,2,Firefox,0,0
SID_05212,284,TCP,1,1339.119234,DES,0.2160424514,1,Chrome,0,0
SID_05213,464,TCP,5,51.78865304,None,0.1398491619,3,Firefox,0,1
SID_05214,579,TCP,4,193.4843999,None,0.1582998413,3,Chrome,0,1
SID_05215,572,TCP,5,2236.783237,DES,0.2921376565,1,Edge,0,0
SID_05216,600,TCP,6,1077.370251,None,0.3287962987,1,Chrome,1,0
SID_05217,558,TCP,7,1438.314134,AES,0.6123360748,2,Chrome,0,1
SID_05218,398,UDP,7,577.4402245,DES,0.3033504957,1,Chrome,1,1
SID_05219,397,TCP,2,399.4550632,AES,0.2324074605,0,Firefox,0,1
SID_05220,260,TCP,9,842.6595214,None,0.3668075262,3,Chrome,0,1
SID_05221,856,UDP,6,512.2263168,AES,0.3203369392,2,Chrome,0,0
SID_05222,502,TCP,1,374.4199746,AES,0.1484110677,1,Chrome,1,1
SID_05223,455,UDP,6,342.0159051,AES,0.6127537372,4,Chrome,1,1
SID_05224,314,TCP,3,137.4918502,AES,0.4264167302,2,Unknown,0,0
SID_05225,1087,TCP,6,603.0198637,None,0.1432325905,1,Chrome,0,0
SID_05226,285,UDP,6,586.9196655,None,0.1262195372,1,Firefox,0,0
SID_05227,414,TCP,3,714.7814668,None,0.6343876979,1,Firefox,0,1
SID_05228,583,ICMP,8,98.84100163,AES,0.1460794495,1,Chrome,0,1
SID_05229,620,TCP,11,1971.358816,AES,0.4773810982,4,Edge,0,1
SID_05230,691,TCP,5,1084.010599,AES,0.6838084964,3,Firefox,0,1
SID_05231,861,TCP,3,112.2966743,DES,0.2978265895,1,Chrome,0,0
SID_05232,601,TCP,3,66.1350068,AES,0.106098428,3,Edge,1,1
SID_05233,288,UDP,7,823.8378528,None,0.1751496041,0,Chrome,0,1
SID_05234,448,TCP,1,334.2359101,None,0.2862083467,1,Chrome,0,0
SID_05235,561,UDP,4,307.4114184,AES,0.6155155665,3,Unknown,0,1
SID_05236,913,TCP,3,1466.020478,DES,0.4352092848,0,Chrome,0,0
SID_05237,220,TCP,7,338.6709539,AES,0.8166230813,3,Safari,0,1
SID_05238,740,TCP,7,800.1336706,AES,0.6705500409,1,Edge,0,1
SID_05239,535,TCP,1,616.1513359,DES,0.430292358,1,Firefox,0,0
SID_05240,667,TCP,4,244.0985046,None,0.3742590618,0,Unknown,0,1
SID_05241,479,TCP,7,322.342748,None,0.1978126939,1,Edge,0,1
SID_05242,331,TCP,4,2294.475027,AES,0.5699654908,2,Edge,1,1
SID_05243,650,UDP,3,322.0229866,AES,0.295099852,2,Chrome,0,0
SID_05244,630,UDP,3,1225.994204,DES,0.2206985163,1,Chrome,0,0
SID_05245,694,TCP,4,1580.212205,AES,0.599099474,1,Chrome,0,0
SID_05246,497,TCP,5,58.94995253,AES,0.06528808915,1,Chrome,0,0
SID_05247,380,TCP,3,870.3883637,DES,0.5729969318,1,Chrome,0,1
SID_05248,188,TCP,5,1106.672776,DES,0.672009221,1,Firefox,0,1
SID_05249,663,TCP,5,455.3596102,DES,0.360439652,2,Edge,1,0
SID_05250,584,TCP,8,673.9213688,None,0.03375377726,1,Firefox,0,1
SID_05251,306,UDP,7,141.2044234,AES,0.5782563795,1,Edge,0,1
SID_05252,392,TCP,2,306.7640067,DES,0.2200610423,2,Firefox,0,0
SID_05253,406,TCP,5,983.8892737,AES,0.07040995131,1,Firefox,0,0
SID_05254,203,TCP,2,738.1916513,None,0.5140776269,1,Firefox,0,0
SID_05255,336,UDP,5,117.3032579,None,0.1322356677,0,Edge,0,0
SID_05256,273,TCP,2,3541.532048,None,0.1936842767,0,Chrome,0,1
SID_05257,417,UDP,5,2221.780344,DES,0.369366064,1,Edge,0,0
SID_05258,352,ICMP,2,203.0031278,DES,0.4107876888,5,Chrome,0,1
SID_05259,174,UDP,2,1664.325211,AES,0.5470713455,2,Unknown,0,0
SID_05260,904,ICMP,4,248.6724609,AES,0.3156553647,1,Chrome,0,0
SID_05261,750,TCP,5,663.6119118,AES,0.2343113672,1,Unknown,0,1
SID_05262,344,TCP,9,1218.795363,AES,0.02439073835,1,Chrome,0,1
SID_05263,554,TCP,4,337.3734041,DES,0.4078587834,2,Firefox,0,0
SID_05264,583,TCP,4,648.0098183,AES,0.3245768407,1,Firefox,0,0
SID_05265,738,TCP,1,478.7841051,AES,0.358430072,2,Safari,0,0
SID_05266,336,TCP,2,1142.355414,AES,0.3450044081,1,Edge,0,0
SID_05267,718,TCP,4,521.1063875,DES,0.1035584707,1,Chrome,0,1
SID_05268,390,UDP,5,669.449989,DES,0.1990963574,2,Firefox,1,0
SID_05269,232,TCP,5,1494.347761,AES,0.2347089642,1,Firefox,1,1
SID_05270,644,TCP,4,959.574473,AES,0.1313195287,0,Chrome,0,0
SID_05271,758,ICMP,2,599.7795713,DES,0.5041610318,1,Firefox,0,0
SID_05272,1017,TCP,2,494.864679,AES,0.07873029101,1,Chrome,0,0
SID_05273,260,UDP,5,108.4410554,None,0.4490992512,2,Chrome,0,0
SID_05274,639,UDP,6,46.41392942,DES,0.6219974483,1,Chrome,0,1
SID_05275,418,TCP,2,2442.272719,AES,0.2748824295,3,Chrome,0,1
SID_05276,656,TCP,3,165.153604,None,0.5449172869,2,Chrome,0,0
SID_05277,205,TCP,3,259.3349023,AES,0.1389139697,3,Firefox,0,1
SID_05278,247,UDP,6,755.2349183,DES,0.334231363,1,Chrome,0,0
SID_05279,344,TCP,7,1407.86322,DES,0.5172229891,2,Chrome,0,1
SID_05280,515,TCP,4,1432.489546,AES,0.3290320773,0,Chrome,0,0
SID_05281,371,UDP,7,1415.907981,DES,0.5579939174,2,Firefox,0,1
SID_05282,631,TCP,3,3056.576955,DES,0.3355851977,1,Chrome,0,0
SID_05283,705,UDP,3,45.85167454,None,0.3492285905,1,Chrome,0,0
SID_05284,619,UDP,4,408.4581223,DES,0.6507871619,2,Chrome,0,1
SID_05285,823,UDP,5,1958.900627,AES,0.2874698306,0,Edge,1,0
SID_05286,583,UDP,2,503.8942879,None,0.1031291056,3,Unknown,0,1
SID_05287,256,TCP,5,1640.195943,AES,0.754207085,1,Chrome,0,1
SID_05288,772,ICMP,4,14.25134819,None,0.5255999853,2,Chrome,0,0
SID_05289,378,TCP,2,561.5369578,None,0.2977424577,2,Chrome,0,1
SID_05290,682,TCP,6,2045.488771,DES,0.1381217713,1,Chrome,0,0
SID_05291,814,TCP,6,242.2721813,AES,0.2336722226,2,Chrome,0,0
SID_05292,591,ICMP,6,2123.512499,DES,0.303643221,1,Chrome,0,0
SID_05293,200,UDP,2,6.810739024,None,0.3934489035,2,Chrome,1,1
SID_05294,316,UDP,5,65.77325451,DES,0.2113705007,0,Edge,1,0
SID_05295,764,TCP,3,518.2708331,None,0.2016900347,3,Firefox,0,1
SID_05296,466,UDP,3,89.97936955,AES,0.2608360483,0,Chrome,0,0
SID_05297,515,UDP,3,204.5306212,AES,0.2886645045,1,Chrome,0,0
SID_05298,651,TCP,4,282.5163968,AES,0.4074985367,1,Chrome,0,0
SID_05299,639,TCP,1,525.4460439,AES,0.4621119818,1,Firefox,0,0
SID_05300,555,TCP,1,396.1109613,AES,0.3351589231,1,Edge,0,0
SID_05301,458,TCP,3,2042.352839,None,0.1245860512,4,Firefox,0,1
SID_05302,437,TCP,1,1737.348359,AES,0.4932817111,0,Edge,0,0
SID_05303,671,TCP,2,1102.886036,DES,0.640069504,0,Edge,0,1
SID_05304,610,TCP,5,861.4218789,AES,0.1233282342,4,Chrome,0,1
SID_05305,448,TCP,1,182.8677221,None,0.07566282531,0,Firefox,0,0
SID_05306,716,TCP,4,736.6934658,DES,0.5404166234,0,Chrome,0,0
SID_05307,474,TCP,4,127.2554549,AES,0.4698707077,1,Chrome,0,1
SID_05308,329,UDP,2,482.2344899,DES,0.325558008,1,Chrome,0,0
SID_05309,348,TCP,3,495.2095125,DES,0.250564775,1,Firefox,0,0
SID_05310,304,TCP,1,936.198236,AES,0.3685923882,2,Safari,0,0
SID_05311,445,TCP,4,1442.062505,DES,0.3931411372,1,Chrome,0,0
SID_05312,746,TCP,4,309.1211082,AES,0.5356381725,1,Chrome,0,0
SID_05313,338,UDP,3,33.64259856,AES,0.1242223779,2,Chrome,0,0
SID_05314,537,TCP,7,38.487429,AES,0.2417824773,4,Chrome,1,1
SID_05315,368,TCP,5,1662.429468,None,0.3363580815,1,Chrome,0,0
SID_05316,447,ICMP,1,532.9329472,None,0.4528729618,2,Chrome,0,0
SID_05317,197,TCP,7,228.0285504,None,0.3467896884,1,Firefox,0,1
SID_05318,455,TCP,4,26.25555326,AES,0.4086017327,1,Firefox,0,0
SID_05319,461,TCP,5,601.917573,None,0.3688251116,1,Chrome,0,1
SID_05320,608,TCP,4,117.960336,DES,0.1775318293,2,Chrome,0,0
SID_05321,544,ICMP,3,431.6929892,AES,0.5608154451,0,Chrome,0,0
SID_05322,260,TCP,2,580.6647627,AES,0.1128002675,1,Chrome,0,0
SID_05323,716,UDP,4,208.2614121,DES,0.05665840691,2,Chrome,0,0
SID_05324,542,ICMP,3,177.352492,AES,0.4951789118,0,Firefox,0,0
SID_05325,539,TCP,3,16.00550421,DES,0.2071871272,0,Firefox,0,0
SID_05326,498,TCP,4,704.5859605,DES,0.331730805,1,Firefox,0,0
SID_05327,396,TCP,1,178.9561738,DES,0.4683947356,0,Chrome,0,1
SID_05328,543,TCP,3,1684.486797,None,0.1081059223,2,Unknown,1,0
SID_05329,595,TCP,2,740.6215669,AES,0.3046036328,2,Chrome,0,0
SID_05330,150,TCP,5,650.2914619,AES,0.255112806,1,Edge,0,0
SID_05331,392,TCP,1,562.0485424,DES,0.3502543136,0,Chrome,0,0
SID_05332,449,UDP,5,193.9733148,DES,0.5625296517,2,Chrome,0,1
SID_05333,551,TCP,5,2789.677316,DES,0.1158342506,2,Firefox,0,0
SID_05334,738,TCP,4,2730.080833,AES,0.2935690036,2,Chrome,0,0
SID_05335,345,UDP,2,310.0283571,AES,0.6424422905,2,Chrome,0,1
SID_05336,400,TCP,3,1197.659983,DES,0.1779273383,4,Firefox,0,1
SID_05337,397,TCP,3,101.5815958,AES,0.6474066622,3,Chrome,0,1
SID_05338,339,TCP,3,1213.227576,DES,0.1451048297,1,Chrome,0,0
SID_05339,430,TCP,3,269.8698535,AES,0.0938628918,0,Chrome,0,0
SID_05340,654,TCP,4,273.0176028,DES,0.3291773871,0,Chrome,0,0
SID_05341,289,TCP,2,566.175569,AES,0.3122098401,3,Chrome,0,1
SID_05342,585,TCP,4,398.4972791,AES,0.5604122118,2,Firefox,1,0
SID_05343,159,ICMP,3,100.2974347,DES,0.412622424,0,Chrome,1,0
SID_05344,387,TCP,2,719.3053215,DES,0.2447827979,2,Edge,0,0
SID_05345,434,TCP,5,192.4796289,AES,0.1903772939,2,Chrome,0,1
SID_05346,834,TCP,2,470.2802186,AES,0.5236821076,2,Chrome,0,0
SID_05347,445,TCP,3,210.1425684,DES,0.3347233423,2,Chrome,0,1
SID_05348,64,TCP,5,1559.209316,DES,0.3707346829,2,Chrome,0,0
SID_05349,100,UDP,5,330.017975,DES,0.5644702944,1,Chrome,0,1
SID_05350,506,TCP,3,1747.776405,AES,0.3982981766,0,Unknown,0,1
SID_05351,622,TCP,4,315.7355654,AES,0.3800313698,0,Chrome,1,1
SID_05352,575,TCP,1,158.27024,AES,0.1194202627,1,Chrome,0,1
SID_05353,533,TCP,5,687.6157951,AES,0.1523910269,1,Chrome,0,0
SID_05354,732,TCP,3,647.9925235,AES,0.6734820035,0,Chrome,0,1
SID_05355,392,TCP,1,771.7832363,None,0.7993525089,1,Chrome,0,1
SID_05356,678,TCP,2,287.7889553,AES,0.4377311802,4,Edge,0,1
SID_05357,173,TCP,4,308.4934159,AES,0.198047032,4,Chrome,0,1
SID_05358,319,TCP,3,216.8488648,AES,0.2982806026,2,Chrome,0,0
SID_05359,138,TCP,4,2109.339005,None,0.3740257107,1,Chrome,0,1
SID_05360,445,TCP,3,918.9710934,None,0.1102823461,2,Firefox,0,0
SID_05361,490,ICMP,6,1129.308603,DES,0.4116936173,2,Chrome,0,0
SID_05362,522,TCP,3,172.6991712,AES,0.3521188821,1,Safari,0,1
SID_05363,512,UDP,9,866.7700008,AES,0.6330611616,0,Chrome,0,1
SID_05364,314,TCP,2,1150.623806,AES,0.1114967343,1,Chrome,0,0
SID_05365,461,TCP,4,335.3950079,AES,0.238883573,2,Unknown,0,1
SID_05366,200,TCP,2,137.2882052,DES,0.6702805837,2,Chrome,0,1
SID_05367,772,TCP,1,955.2291987,None,0.1079281316,1,Edge,0,0
SID_05368,439,TCP,4,755.6361078,AES,0.5271713564,2,Firefox,0,1
SID_05369,402,TCP,12,685.6974965,AES,0.6143223288,2,Edge,0,1
SID_05370,817,UDP,4,161.2687229,None,0.2612046413,1,Firefox,0,0
SID_05371,251,TCP,4,243.5827728,DES,0.1865936384,2,Chrome,0,0
SID_05372,274,TCP,4,784.4171026,None,0.1788682103,2,Unknown,0,1
SID_05373,280,TCP,4,760.6772203,None,0.3932656132,3,Chrome,0,1
SID_05374,486,UDP,2,647.2466757,AES,0.2178083173,1,Chrome,0,0
SID_05375,586,UDP,4,1169.295043,DES,0.398583592,3,Chrome,0,1
SID_05376,647,TCP,5,1348.438547,DES,0.6079512874,3,Firefox,0,1
SID_05377,1014,UDP,6,258.9394165,DES,0.5520902971,2,Safari,0,0
SID_05378,64,TCP,3,137.2074381,AES,0.2002238279,2,Unknown,0,0
SID_05379,621,TCP,2,179.6834783,None,0.5028227805,2,Chrome,0,0
SID_05380,388,TCP,6,264.2587946,DES,0.1389903065,0,Safari,1,0
SID_05381,382,UDP,2,2361.350456,AES,0.4532848972,2,Unknown,0,0
SID_05382,376,UDP,6,118.0227649,AES,0.302648332,1,Chrome,0,0
SID_05383,318,UDP,3,1687.996421,AES,0.5878488508,3,Chrome,0,1
SID_05384,836,TCP,7,181.8994499,None,0.2722875753,0,Unknown,0,1
SID_05385,668,UDP,4,342.7156478,AES,0.1568684551,1,Edge,1,0
SID_05386,504,TCP,3,107.6233759,AES,0.5497344705,1,Firefox,0,0
SID_05387,770,TCP,2,87.28098137,AES,0.08997570032,4,Chrome,0,1
SID_05388,197,TCP,4,79.98272518,DES,0.5758562485,2,Chrome,0,1
SID_05389,233,TCP,1,335.7634935,AES,0.2294199282,3,Chrome,0,1
SID_05390,64,TCP,8,593.3526096,AES,0.1678358089,3,Chrome,0,1
SID_05391,360,TCP,2,179.3227889,None,0.1771125687,0,Firefox,0,0
SID_05392,532,UDP,2,2158.56978,AES,0.1751650007,2,Chrome,0,1
SID_05393,520,TCP,5,706.3210907,AES,0.1275838824,1,Chrome,0,0
SID_05394,529,TCP,1,1730.709117,AES,0.2189661317,1,Chrome,0,0
SID_05395,217,UDP,5,128.9041823,AES,0.5920152816,0,Chrome,1,0
SID_05396,660,TCP,5,123.9156207,AES,0.3669810327,2,Chrome,0,0
SID_05397,547,TCP,3,1500.561869,DES,0.3099820088,3,Safari,0,1
SID_05398,646,TCP,1,671.4292248,AES,0.06333653624,0,Edge,0,1
SID_05399,121,TCP,4,2232.104325,DES,0.2694576005,2,Chrome,0,0
SID_05400,562,TCP,5,127.0998523,AES,0.4954756229,1,Chrome,0,0
SID_05401,262,TCP,3,21.08994806,AES,0.1378629994,4,Edge,0,1
SID_05402,420,UDP,4,1986.907239,None,0.3248844957,0,Chrome,0,0
SID_05403,606,TCP,4,960.0831856,AES,0.4720974353,1,Edge,0,0
SID_05404,518,TCP,4,1316.748949,None,0.5440253449,3,Firefox,0,1
SID_05405,329,TCP,8,280.797463,DES,0.1740885246,2,Chrome,0,1
SID_05406,501,TCP,4,2.456904464,DES,0.07657923911,2,Edge,1,0
SID_05407,193,TCP,4,527.5840257,DES,0.3826015271,3,Edge,0,1
SID_05408,730,UDP,9,3684.889766,AES,0.5868093676,4,Edge,0,1
SID_05409,458,UDP,3,1904.76098,AES,0.337543077,0,Chrome,0,0
SID_05410,723,TCP,4,59.79847948,AES,0.3488629203,0,Firefox,0,0
SID_05411,394,UDP,5,166.3908366,DES,0.1598989665,2,Chrome,0,1
SID_05412,395,TCP,4,298.2758622,DES,0.1846646966,1,Edge,0,0
SID_05413,347,TCP,3,1419.452192,None,0.5091830983,3,Safari,0,1
SID_05414,675,TCP,2,1393.071053,None,0.522075391,1,Chrome,0,1
SID_05415,358,TCP,7,163.6581526,None,0.07827530732,1,Chrome,0,1
SID_05416,628,UDP,3,609.2780059,AES,0.2905049337,1,Chrome,0,0
SID_05417,423,TCP,2,557.3946967,AES,0.5619089002,3,Chrome,0,1
SID_05418,104,TCP,6,427.9314126,AES,0.7120906463,2,Chrome,0,1
SID_05419,385,UDP,6,614.1594482,DES,0.189326735,0,Edge,0,0
SID_05420,264,UDP,6,277.140817,AES,0.4483311718,4,Chrome,0,1
SID_05421,506,UDP,4,606.6593124,AES,0.2259987597,1,Chrome,0,1
SID_05422,261,TCP,4,925.6921971,DES,0.4115968076,1,Unknown,0,1
SID_05423,685,TCP,4,51.63361357,AES,0.4265638563,1,Chrome,0,0
SID_05424,481,TCP,1,2736.448513,DES,0.4135106915,1,Edge,0,1
SID_05425,464,TCP,6,144.5497695,DES,0.2306221151,0,Chrome,0,0
